Experimental outputs:81.6633266533,167.0367653077
Desired outputs:150.0,150.0
orifice_size,aspect_ratio,expansion_ratio,normalized_orifice_length,normalized_water_inlet,normalized_oil_inlet,flow_rate_ratio,capillary_number,regime,generation_rate,droplet_size,cost_function
150.0,1.5,6.0,2.0,2.0,3.5,2.0,0.06609599999999999,1,96.66608,166.18376,1.02517744201629
150.0,1.5,6.0,2.0,2.0,3.5,2.0,0.06934148775479082,1,104.00001,164.81944,0.8974267967325026
150.0,1.5,6.0,2.0,2.0,3.5,2.0,0.07258697550958165,1,111.33405,163.45512,0.7729910186293127
150.0,1.5,6.0,2.0,2.0,3.5,2.0,0.07583246326437248,1,118.667946,162.09077,0.6513162606573039
150.0,1.5,6.0,2.0,2.0,3.5,2.0,0.07907795101916332,1,125.5931,160.72647,0.5394365106485034
150.0,1.5,6.0,2.0,2.0,3.5,2.0,0.08232343877395415,1,130.66698,159.3621,0.4622340278117617
150.0,1.5,6.0,2.0,2.0,3.5,2.0,0.08556892652874498,1,135.8213,157.99777,0.383561152057469
150.0,1.5,6.0,2.0,2.0,3.5,2.0,0.08881441428353581,1,141.23465,156.63344,0.30039628747528885
150.0,1.5,6.0,2.0,2.0,3.5,2.0,0.09205990203832665,1,147.05595,155.26912,0.21042885352193075
150.0,1.4928592511887098,6.0,2.0,2.0,3.5,2.0,0.09205990203832665,1,149.03395,154.83556,0.16247256688863443
150.0,1.4928592511887098,6.0,2.0,2.0,3.5,2.0536106704020547,0.09205990203832665,1,149.05893,154.14294,0.11876844240354889
150.0,1.4928592511887098,6.0,2.0,2.0,3.5,2.107221340804111,0.09205990203832665,1,149.08385,153.45032,0.0887080529189167
150.0,1.4928592511887098,6.0,2.0,2.0,3.5069323517323214,2.107221340804111,0.09205990203832665,1,149.67012,153.25484,0.08132318193415139
149.6411862130666,1.4928592511887098,6.0,2.0,2.0,3.5069323517323214,2.107221340804111,0.09205990203832665,1,150.0933,152.75618,0.07650034823988994
149.6411862130666,1.4928592511887098,6.0,2.0072496535241324,2.0,3.5069323517323214,2.107221340804111,0.09205990203832665,1,149.2084,152.54349,0.07240246740967488
149.6411862130666,1.4928592511887098,6.0,2.0072496535241324,2.0,3.513864703464643,2.107221340804111,0.09205990203832665,1,149.79474,152.34802,0.06501374484706623
149.6411862130666,1.4928592511887098,6.0,2.014499307048265,2.0,3.513864703464643,2.107221340804111,0.09205990203832665,1,148.93616,152.13528,0.06262394887316658
149.28237242613318,1.4928592511887098,6.0,2.014499307048265,2.0,3.513864703464643,2.107221340804111,0.09205990203832665,1,149.9079,151.63664,0.054652094543423735
149.28237242613318,1.4928592511887098,6.0,2.021748960572397,2.0,3.513864703464643,2.107221340804111,0.09205990203832665,1,149.1354,151.4239,0.05206353905523686
149.28237242613318,1.4928592511887098,6.0,2.021748960572397,2.0,3.5207970551969643,2.107221340804111,0.09205990203832665,1,149.72025,151.22847,0.04468178175350873
149.28237242613318,1.4928592511887098,6.0,2.0289986140965293,2.0,3.5207970551969643,2.107221340804111,0.09205990203832665,1,148.92488,151.01573,0.04213775479575721
148.9235586391998,1.4928592511887098,6.0,2.0289986140965293,2.0,3.5207970551969643,2.107221340804111,0.09205990203832665,1,149.91951,150.51709,0.034107901207837354
148.9235586391998,1.4928592511887098,6.0,2.0362482676206617,2.0,3.5207970551969643,2.107221340804111,0.09205990203832665,1,149.1002,150.30437,0.031643209083103585
148.9235586391998,1.4928592511887098,6.0,2.0362482676206617,2.0,3.5277294069292857,2.107221340804111,0.09205990203832665,1,149.58803,150.10892,0.02450801383028578
148.9235586391998,1.4928592511887098,6.0,2.0362482676206617,2.0,3.534661758661607,2.107221340804111,0.09205990203832665,1,150.07584,149.91344,0.02251233735259134
148.9235586391998,1.4928592511887098,6.0,2.0362482676206617,2.0,3.534661758661607,2.0536106704020547,0.09205990203832665,1,149.91812,150.60608,0.02231646393490927
148.5647448522664,1.4928592511887098,6.0,2.0362482676206617,2.0,3.534661758661607,2.0536106704020547,0.09205990203832665,1,150.94568,150.10742,0.015211579760425975
148.5647448522664,1.4928592511887098,6.0,2.043497921144794,2.0,3.534661758661607,2.0536106704020547,0.09205990203832665,1,150.09337,150.02682,0.003676450201029635
