orifice_size_pos,orifice_size_neg,aspect_ratio_pos,aspect_ratio_neg,expansion_ratio_pos,expansion_ratio_neg,normalized_orifice_length_pos,normalized_orifice_length_neg,normalized_water_inlet_pos,normalized_water_inlet_neg,normalized_oil_inlet_pos,normalized_oil_inlet_neg,flow_rate_ratio_pos,flow_rate_ratio_neg,capillary_number_pos,capillary_number_neg
0.06262394887316658,0.06351884642632022,0.06483796260331348,0.08168841360635609,0.06989956107455236,0.0564060802334615,0.05206353905523686,0.07028537355568548,0.06291884145289128,0.07268727533750768,0.05671830221579133,0.062044161250854435,0.06633973775829571,0.059486315096236364,0.0939272873072331,0.1370077394307329,
0.05997962815712776,0.04613058417353588,0.07466626353112032,0.06435045930343741,0.052505058853303144,0.05376972266804997,0.049437431125421316,0.054652094543423735,0.060362254934910875,0.05530899535725209,0.04468178175350873,0.0594300967004594,0.0637985080626009,0.06790566829897493,0.0767254666497238,0.13409565116868655,
0.05263344432190198,0.04995817317403595,0.06402750428723475,0.06814498386607426,0.056334540545544376,0.046436785446250406,0.04213775479575721,0.05671830221579133,0.05326387125955806,0.05912708714650161,0.042484410643957526,0.05206353905523686,0.05639550951889427,0.05699638335582463,0.0862041973581209,0.1273733205774119,
0.054849382771170296,0.034107901207837354,0.07388010384763155,0.05079424698883783,0.04032949447323381,0.043979357592872304,0.03969255779882486,0.04468178175350873,0.05078157279030904,0.041736844760469516,0.03501057758320225,0.049437431125421316,0.05384215180656282,0.06677548927163884,0.0780624382073406,0.1244874743392631,
0.04213775479575721,0.04319518007472051,0.043751936431557004,0.06134619490172255,0.04957053594504712,0.035945650416481845,0.031643209083103585,0.04995817317403595,0.04278011249675634,0.052358089176558764,0.03533366776768848,0.04150027893923147,0.05325271983992369,0.033746691161363584,0.10972511892084114,0.11703172995113087,
0.03969255779882486,0.034101220297836576,0.050606348448845484,0.049522851407124924,0.03218138181696878,0.033509048209846626,0.029216481119601567,0.034107901207837354,0.040316699648773824,0.03498680354392231,0.02450801383028578,0.038892630214832025,0.059788375738040245,0.04350610612328887,0.1016000552983854,0.11434923461495367,
0.03258764623335819,0.04480097985480208,0.03996143656755097,0.06165243288675609,0.03467566051848836,0.02640221728530112,0.026531394392232954,0.03533366776768848,0.03322484946383819,0.038804836775347296,0.02251233735259134,0.031643209083103585,0.06074231527266388,0.03290740733450448,0.11361990748492334,0.10738174831684605,
0.025473452173152,0.055341974154345386,0.029325469546055694,0.07254377885296026,0.0391578489225996,0.02314919623969197,0.024033111845518207,0.037546795447722325,0.028092857020457163,0.044790768785508916,0.02917799758329237,0.02450801383028578,0.0664054024317487,0.02231646393490927,0.12080231934688518,0.1004031734989797,
0.05535058736645254,0.015211579760425975,0.07436020206065996,0.037695177332467744,0.02407557565301688,0.042707690992869585,0.035526893909762436,0.027418415368408056,0.047300925908808855,0.030553488520730032,0.02317767396278614,0.03290740733450448,0.02251233735259134,0.06813785495866403,0.07636568103784414,0.1256450568346289,
0.02231646393490927,0.04349467073263075,0.04122016415207608,0.06180710043083404,0.033269442488919776,0.009047275813508615,0.003676450201029635,0.03393243984646871,0.014239763637699798,0.04026166891100896,0.020430507874989845,0.012988235972142548,0.055341974154345386,0.050221090062222806,0.10960227936801631,0.09231930825433671,
0.035526893909762436,0.03167915892935014,0.05139484796006166,0.04727988454207116,0.01763222924998281,0.02375761371697338,0.01658071599303579,0.015211579760425975,0.026788694546370673,0.026533013027388586,0.007628330932300975,0.009645873416295192,0.042627485157380796,0.04738174718490279,0.09522071434677859,0.1023141930432927,
